_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
2.3702,132.8199499534191,11.8441729486821,132.81990088843,11.84415923325,1.1341,0.0199,-10.805,0.021,-3.086,0.014,0,13.021137,0.002767,13.316854,0.002897,12.562645,0.00383,0.754209
2.3795,132.8857273702209,11.8067037084382,132.88567668577,11.8066902834,1.1561,0.0211,-11.163,0.022,-3.021,0.016,0,14.014697,0.002762,14.328153,0.002885,13.5367,0.003835,0.791452
2.3926,132.8257271168711,11.7792107363838,132.825720319,11.77921091047,0.7167,0.3022,-1.497,0.307,0.039,0.232,0,19.220959,0.003638,19.71205,0.042649,18.650034,0.026429,1.062016
2.3956,132.8680937827818,11.7804134346295,132.86804379291,11.78040078491,1.1555,0.0286,-11.011,0.03,-2.846,0.024,0,14.733531,0.002802,15.202493,0.003565,14.103336,0.00412,1.099156
2.4149,132.8322521048061,11.8519015909484,132.83224950528,11.85187847928,-0.4379,0.7135,-0.572,0.69,-5.2,0.482,0,20.170818,0.005529,20.672321,0.120789,19.770363,0.100016,0.901958
2.4294,132.8210002785743,11.846250515558,132.82095010618,11.84623629325,1.1663,0.0141,-11.048,0.014,-3.2,0.011,0,10.845772,0.002758,11.387247,0.00282,10.152047,0.003794,1.2352
2.4376,132.8850087741068,11.8003401953608,132.88495830148,11.80032892693,1.3355,0.0207,-11.116,0.021,-2.535,0.015,0,12.552402,0.002762,12.964187,0.002856,11.977569,0.003808,0.986618
2.4378,132.8464492620928,11.7732647724662,132.84642613228,11.77326353807,1.5151,0.3678,-5.095,0.351,-0.278,0.257,0,19.355917,0.003912,20.677252,0.111034,18.26103,0.018273,2.416222
2.4645,132.872941911499,11.7825328587482,132.87292673739,11.78252239397,0.0643,0.8969,-3.342,0.875,-2.355,0.683,0,20.336617,0.006061,21.173273,0.111691,19.321386,0.057409,1.851887
2.4755,132.8439341815719,11.8550970828145,132.84392335149,11.85510530738,0.4318,0.0492,-2.385,0.05,1.851,0.036,0,16.026674,0.002788,16.356855,0.005263,15.530114,0.004605,0.826741
2.4766,132.8115004927294,11.7900058449778,132.8114505649,11.78999323335,1.1505,0.0175,-10.997,0.017,-2.838,0.013,0,12.681729,0.002764,12.971033,0.002838,12.235587,0.003801,0.735446
2.4897,132.8151347955128,11.8424659593128,132.81508542512,11.8424557656,1.7466,0.5469,-10.872,0.543,-2.294,0.409,0,19.863926,0.004967,20.691938,0.174353,18.723429,0.037888,1.96851
