_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
0.7138,97.4080983309185,-31.2779278437009,97.40809143538,-31.27790329259,0.0334,0.0372,0.2255,0.0442,-1.326,0.048,5.524,0.046,0,16.679153,0.002813,16.952295,0.005709,16.237558,0.00531,0.714737
0.7167,97.392838601358,-31.2937700708243,97.39283179308,-31.29374526638,0.0428,0.0475,0.2276,0.0584,-1.309,0.061,5.581,0.061,0,17.23605,0.00284,17.51825,0.007852,16.817673,0.006763,0.700577
0.7192,97.400587817568,-31.2929684813442,97.40058015637,-31.2929421969,0.2042,0.2368,0.2185,0.2942,-1.473,0.293,5.914,0.287,0,19.612677,0.00423,20.083717,0.079113,18.94846,0.04201,1.135258
0.7386,97.3949607890212,-31.2942133639539,97.39494878996,-31.29425407951,0.0165,0.0182,0.6243,0.0219,-2.307,0.023,-9.161,0.023,0,15.352869,0.002768,15.683034,0.003551,14.856606,0.003909,0.826428
0.7404,97.4040591106678,-31.2723459253533,97.40405988546,-31.27233567202,0.1573,0.1885,0.4067,0.2316,0.149,0.246,2.307,0.224,0,19.228657,0.003662,19.638628,0.030552,18.758511,0.024374,0.880117
0.7425,97.4082128505114,-31.2768921668832,97.40820625146,-31.27686783355,0.0205,0.0231,0.2254,0.0283,-1.269,0.03,5.475,0.03,0,15.725701,0.002789,15.96422,0.003416,15.329695,0.004082,0.634525
0.7645,97.383640172804,-31.2902129167498,97.38363351561,-31.29018919675,0.043,0.0479,0.1979,0.0578,-1.28,0.06,5.337,0.06,0,17.12084,0.002842,17.387838,0.006347,16.670275,0.007015,0.717564
0.7663,97.4099216615862,-31.2811599209265,97.40991498943,-31.28113569426,0.0294,0.0322,0.2802,0.0389,-1.283,0.042,5.451,0.04,0,16.431108,0.002803,16.684328,0.005183,16.005793,0.005099,0.678535
0.7674,97.3850347415132,-31.2915065993165,97.38502835468,-31.29148205265,0.0083,0.0091,0.2291,0.0109,-1.228,0.011,5.523,0.011,0,13.453778,0.002759,13.945629,0.002848,12.80142,0.003803,1.144209
0.7729,97.3959657820836,-31.2948250460176,97.3959584068,-31.29480086824,0.1426,0.1881,0.3153,0.1986,-1.418,0.216,5.44,0.222,0,19.054613,0.003684,19.427229,0.036326,18.459463,0.032653,0.967766
0.7747,97.4011030918622,-31.2937829905365,97.40109659045,-31.29375880387,0.0333,0.0361,0.202,0.0442,-1.25,0.046,5.442,0.047,0,16.681837,0.002818,16.922413,0.005992,16.209055,0.005635,0.713358
0.7791,97.4099894153998,-31.2798133432754,97.40998275894,-31.27978894772,0.0349,0.0384,0.2231,0.0461,-1.28,0.05,5.489,0.048,0,16.796045,0.002823,17.041315,0.00974,16.267439,0.00811,0.773876
0.7806,97.3887748482452,-31.2700648057385,97.38878462911,-31.27006907685,0.1294,0.1404,0.9432,0.1745,1.881,0.189,-0.961,0.175,0,19.002829,0.003418,20.040625,0.053577,17.976049,0.013622,2.064575
0.7852,97.4074431823626,-31.2896052181109,97.40743541742,-31.289580947,0.0274,0.0297,0.1972,0.0364,-1.493,0.039,5.461,0.037,0,16.41959,0.002795,16.672178,0.005218,16.010241,0.004935,0.661938
0.7887,97.406281308601,-31.2730287505998,97.40627464742,-31.2730040706,0.019,0.0209,0.1811,0.025,-1.281,0.027,5.553,0.026,0,15.543209,0.002778,15.814384,0.003496,15.113176,0.004055,0.701207
0.7892,97.3845179486955,-31.2723442320965,97.38451057517,-31.27231928543,0.0575,0.0638,0.0522,0.0779,-1.418,0.083,5.613,0.083,0,17.750195,0.002928,17.9566,0.025895,17.039848,0.019181,0.916752
0.7992,97.3923456337507,-31.2950942930065,97.39233918426,-31.29506946634,0.0195,0.0222,0.1807,0.0272,-1.24,0.028,5.586,0.029,0,15.725368,0.002777,15.974258,0.003635,15.316751,0.004378,0.657507
0.8027,97.3835187181894,-31.2910457984151,97.38350729684,-31.29102796286,0.173,0.1864,0.1723,0.2258,-2.196,0.234,4.013,0.236,0,18.005219,0.003323,17.955713,0.015123,16.999523,0.011238,0.95619
0.8034,97.4029687748419,-31.2704339502299,97.40296422498,-31.27041303023,0.3158,0.4028,0.3056,0.5023,-0.875,0.477,4.707,0.488,0,20.139559,0.005824,20.736143,0.074836,19.304722,0.064959,1.431421
0.8048,97.3833639392551,-31.2909636006198,97.38335729241,-31.29094016062,0.3448,0.4349,0.6592,0.4117,-1.278,0.578,5.274,0.747,0,18.939043,0.005163,,,,,
0.8049,97.38758453064,-31.29376849756,97.38758453064,-31.29376849756,0.5305,0.7893,,,,,,,0,18.969282,0.006555,,,,,
0.8058,97.3801661280362,-31.2775518916588,97.38016022577,-31.27752740277,0.0358,0.0413,0.2584,0.0497,-1.135,0.052,5.51,0.054,0,16.887602,0.002846,17.158867,0.006796,16.479753,0.005917,0.679113
0.8062,97.3874019394479,-31.2937240804463,97.38739289989,-31.29370437378,0.0619,0.0674,0.1297,0.0806,-1.738,0.086,4.434,0.085,0,16.511633,0.002901,16.699633,0.00478,15.938353,0.004766,0.76128
0.8075,97.3809465429145,-31.2759070419276,97.38093987113,-31.27588282415,0.0687,0.079,0.1644,0.098,-1.283,0.101,5.449,0.097,0,18.035454,0.002955,18.468927,0.015335,17.492235,0.011008,0.976692
0.8083,97.4080520449116,-31.274405594431,97.40804594524,-31.27438256332,0.0516,0.057,0.2935,0.0703,-1.173,0.075,5.182,0.074,0,17.550282,0.002886,17.841957,0.009562,17.110853,0.00734,0.731104
0.8101,97.409718984468,-31.2770502916287,97.40971174578,-31.27702540274,0.0292,0.0329,0.153,0.0388,-1.392,0.042,5.6,0.041,0,16.344791,0.002823,16.60828,0.004534,15.904128,0.004477,0.704152
0.8104,97.3796729948414,-31.2786994768765,97.37966651007,-31.27867545021,0.0358,0.04,0.235,0.0491,-1.247,0.052,5.406,0.051,0,16.909206,0.002822,17.216917,0.005388,16.448618,0.006251,0.768299
0.8131,97.3838966611485,-31.272300088412,97.38388990122,-31.27227558619,0.0766,0.0852,0.1224,0.1062,-1.3,0.112,5.513,0.116,0,18.194517,0.003068,,,,,
0.8175,97.4109065821715,-31.2829607681232,97.41090032073,-31.28293571479,0.0872,0.101,0.4873,0.1274,-1.204,0.126,5.637,0.128,0,18.276983,0.003105,,,,,
0.8252,97.3804435285266,-31.2878244163498,97.38043640863,-31.28779885635,0.0683,0.0753,0.3433,0.0924,-1.369,0.097,5.751,0.094,0,18.031048,0.002974,18.388901,0.012815,17.571159,0.010179,0.817741
0.8311,97.4110147778009,-31.279804659551,97.41100838656,-31.27978062844,0.0145,0.0157,0.2287,0.0189,-1.229,0.021,5.407,0.02,0,14.943165,0.002764,15.399817,0.003201,14.308546,0.003888,1.09127
0.8386,97.4019608291179,-31.2945043817772,97.40193967076,-31.29460081289,0.0089,0.0097,2.3961,0.0117,-4.068,0.012,-21.697,0.013,0,13.821423,0.002759,14.256573,0.002888,13.226149,0.003818,1.030424
0.8394,97.3851384318,-31.27077882809,97.3851384318,-31.27077882809,5.5577,23.9948,,,,,,,0,21.045134,0.02887,22.300394,0.157375,20.118118,0.162206,2.182276
0.8395,97.4020580914041,-31.2693408064743,97.40205151368,-31.26931656203,0.1159,0.1309,0.3258,0.1544,-1.265,0.17,5.455,0.159,0,18.830788,0.003367,19.284725,0.021372,18.288137,0.019762,0.996588
0.8444,97.4112921805243,-31.2840577767254,97.41128530534,-31.28403482117,0.0431,0.0474,0.1826,0.0578,-1.322,0.062,5.165,0.059,0,17.241919,0.002852,17.509178,0.007399,16.819878,0.00865,0.689301
0.8452,97.3819342258216,-31.2905505386731,97.3819270017,-31.29052592534,0.0424,0.0461,0.1426,0.0563,-1.389,0.058,5.538,0.058,0,17.160227,0.002847,17.494268,0.005906,16.683128,0.005335,0.81114
0.8461,97.410486022807,-31.2770871203089,97.41048659483,-31.27707991142,0.2922,0.342,0.2115,0.418,0.11,0.423,1.622,0.396,0,19.962498,0.007889,19.894753,0.201148,18.360491,0.05381,1.534262
0.8476,97.3845780728983,-31.2929296885621,97.38457308506,-31.29290594634,0.1105,0.1204,0.2954,0.1502,-0.959,0.154,5.342,0.149,0,18.716406,0.003346,19.046202,0.021792,18.043167,0.022045,1.003035
0.8482,97.4115172502418,-31.2828388197354,97.41151080679,-31.28281470418,0.0399,0.0439,0.1966,0.0534,-1.239,0.057,5.426,0.055,0,17.049339,0.002852,17.290583,0.016744,16.461258,0.013783,0.829325
0.8536,97.4088684776848,-31.2898478199154,97.40886149806,-31.28982322436,0.0236,0.026,0.2025,0.0317,-1.342,0.034,5.534,0.035,0,16.12686,0.002784,16.381006,0.004663,15.713346,0.00452,0.667661
0.8547,97.3791336164839,-31.2862868163044,97.37913075609,-31.28630053186,0.4965,0.6454,-3.2858,0.7607,-0.55,0.716,-3.086,0.842,0,20.609896,0.008121,21.394655,0.157041,19.558311,0.078467,1.836344
0.8591,97.404545574536,-31.2701977137876,97.40453875756,-31.27017333601,0.0215,0.0238,0.2382,0.0288,-1.311,0.032,5.485,0.031,0,15.790483,0.002782,16.034243,0.003896,15.393388,0.004167,0.640855
0.8617,97.4106675539767,-31.2767570837664,97.41065864605,-31.2767342571,0.4311,0.4394,0.1829,0.4935,-1.713,0.574,5.136,0.478,0,20.054415,0.007081,20.771725,0.172172,18.835951,0.176249,1.935774
0.867,97.3898445999871,-31.2682090281576,97.38983787155,-31.26818481038,0.0642,0.0698,0.2353,0.0842,-1.294,0.093,5.449,0.088,0,17.925055,0.00294,18.291798,0.012022,17.343107,0.009015,0.94869
0.869,97.3811658415149,-31.2903393865955,97.38116116587,-31.29030395104,1.0164,1.4545,-0.4735,1.7404,-0.899,1.372,7.973,2.062,0,20.780827,0.014007,21.435003,0.389466,20.040369,0.228239,1.394634
0.8825,97.3891784017416,-31.2958075000754,97.38917173375,-31.29578310452,0.0365,0.0415,0.193,0.0491,-1.282,0.05,5.489,0.05,0,16.797745,0.002836,17.060579,0.006723,16.404493,0.005224,0.656086
0.8892,97.3918407420663,-31.2965407812743,97.39183402201,-31.29651621683,0.0206,0.0234,0.234,0.0286,-1.292,0.029,5.527,0.031,0,15.793376,0.002774,16.20195,0.003766,15.201394,0.004117,1.000556
0.8902,97.3951547435753,-31.2968047455954,97.39514814313,-31.29678019004,0.0299,0.0349,0.1503,0.0419,-1.269,0.042,5.525,0.046,0,16.587416,0.002808,16.846619,0.004267,16.195198,0.004621,0.651421
0.8904,97.3855133805788,-31.2695242776255,97.38550935074,-31.26951832207,0.5177,0.5442,-1.0514,0.682,-0.775,0.755,1.34,0.671,0,19.793585,0.008004,20.34947,0.053155,18.769037,0.028851,1.580433
0.8907,97.3908794545402,-31.2675494803532,97.39087289254,-31.26752526702,0.0241,0.0256,0.1492,0.0311,-1.262,0.034,5.448,0.033,0,16.075489,0.002792,16.32321,0.004088,15.666332,0.004442,0.656878
0.9006,97.4122911655956,-31.2846405083287,97.4122837183,-31.28461645944,0.0533,0.059,0.2088,0.0717,-1.432,0.076,5.411,0.073,0,17.623585,0.002892,17.924168,0.008921,17.18865,0.010481,0.735518
0.9015,97.3825732290366,-31.2713462902843,97.38256726476,-31.27132092584,0.1034,0.1186,0.331,0.1479,-1.147,0.15,5.707,0.148,0,18.688816,0.003291,19.074604,0.023539,18.130522,0.016652,0.944082
0.9056,97.3908950764947,-31.2966482849098,97.39088859569,-31.29662396491,0.028,0.0318,0.232,0.0385,-1.246,0.039,5.472,0.04,0,16.4016,0.002803,16.655281,0.005921,15.968926,0.005787,0.686355
0.9062,97.3958266032506,-31.2668860261043,97.39582131521,-31.26685818166,0.0621,0.0661,0.3056,0.0804,-1.017,0.088,6.265,0.088,0,16.485287,0.002981,16.68182,0.005402,16.004396,0.005944,0.677423
0.9064,97.3800790683851,-31.2900609564399,97.38007301971,-31.29003703644,0.0849,0.095,0.2815,0.1158,-1.163,0.121,5.382,0.123,0,18.409019,0.003108,18.816931,0.01593,17.859167,0.014682,0.957764
0.9117,97.3952054659705,-31.2667750473587,97.39519867524,-31.26675099847,0.1295,0.1438,-0.1196,0.1768,-1.306,0.191,5.411,0.188,0,18.983393,0.003484,,,,,
0.9127,97.3999741831932,-31.296575509342,97.39996716146,-31.29655120712,0.0237,0.0259,0.1797,0.0314,-1.35,0.033,5.468,0.034,0,16.161043,0.002788,16.400959,0.005022,15.740177,0.005187,0.660782
0.9136,97.4101382646417,-31.2739302072976,97.4101320402,-31.27390646952,0.0722,0.0828,0.1156,0.1002,-1.197,0.105,5.341,0.101,0,18.134445,0.003012,18.518291,0.014304,17.654863,0.01189,0.863428
0.9149,97.3851362680039,-31.2946736016155,97.38513170657,-31.29464868606,0.1819,0.2163,0.2195,0.2667,-0.877,0.269,5.606,0.262,0,19.487333,0.004223,20.16044,0.052643,18.803318,0.029094,1.357122
0.9171,97.3896895490156,-31.2673739618288,97.38968374618,-31.26734963294,0.0733,0.0789,0.0943,0.0955,-1.116,0.106,5.474,0.098,0,18.155165,0.002968,18.466759,0.01877,17.640898,0.014119,0.825861
0.9179,97.4047583325745,-31.2947986421676,97.40475190911,-31.29477418439,0.0239,0.0259,0.2481,0.0314,-1.235,0.033,5.503,0.033,0,16.168816,0.002791,16.423626,0.004164,15.762436,0.004533,0.66119
0.9205,97.4124409848881,-31.2783180588088,97.41243575861,-31.27829420992,0.1017,0.1106,0.233,0.1351,-1.005,0.146,5.366,0.138,0,18.614395,0.003235,19.005695,0.025667,18.050362,0.016632,0.955334
0.9248,97.3993049672851,-31.296939200872,97.39929796633,-31.29691397865,0.0832,0.0913,0.5515,0.1105,-1.346,0.117,5.675,0.122,0,18.212746,0.003479,18.478539,0.035002,17.583893,0.028425,0.894646
0.9293,97.3784454325404,-31.2756805230476,97.37843947839,-31.27565594527,0.0402,0.0442,0.1393,0.0544,-1.145,0.059,5.53,0.057,0,17.107733,0.002831,17.373951,0.008243,16.692255,0.010027,0.681696
0.932,97.3793937715763,-31.2899336297955,97.37939265858,-31.28990731424,0.3468,0.4333,0.7951,0.5454,-0.214,0.5,5.921,0.504,1,20.24247,0.006374,20.719549,0.224911,19.31625,0.084528,1.403299
0.9362,97.4082715766961,-31.2926924172408,97.40826259965,-31.29266810613,0.3184,0.3485,0.1601,0.4377,-1.726,0.449,5.47,0.421,0,20.049946,0.00512,20.725407,0.066077,19.272781,0.050147,1.452625
0.9386,97.3876730954747,-31.2676357943509,97.38766584191,-31.26761104324,0.0671,0.0722,0.1608,0.0889,-1.395,0.097,5.569,0.093,0,17.9823,0.002955,18.358494,0.010875,17.455416,0.008507,0.903078
0.9429,97.413066832257,-31.2849169207621,97.41306222969,-31.28489129854,0.2001,0.2332,0.7735,0.296,-0.885,0.304,5.765,0.276,0,19.608669,0.004271,20.203865,0.090387,19.029758,0.07143,1.174107
0.9471,97.4124025377934,-31.2872743679643,97.41239590161,-31.28725004352,0.0196,0.0211,0.2413,0.0256,-1.276,0.027,5.473,0.027,0,15.689031,0.002773,16.126734,0.003188,15.088511,0.004216,1.038223
0.948,97.38662242293,-31.29603031903,97.38662242293,-31.29603031903,3.1269,3.4307,,,,,,,0,15.756125,0.013286,15.876274,0.004409,14.867064,0.004934,1.00921
0.9543,97.3764777985154,-31.2805054335274,97.37646856781,-31.28047885575,0.3113,0.3831,-0.2788,0.4849,-1.775,0.46,5.98,0.482,0,20.195717,0.00594,20.910933,0.103264,19.320333,0.057388,1.590599
0.956,97.4028521816,-31.29639659109,97.4028521816,-31.29639659109,1.2757,1.5123,,,,,,,0,20.922033,0.016731,21.033024,0.19304,20.066668,0.136636,0.966356
0.9565,97.4009043462527,-31.2970925927376,97.40089787582,-31.29706845496,0.0889,0.0989,0.0503,0.1197,-1.244,0.125,5.431,0.13,0,18.520037,0.003139,18.813639,0.024419,17.993694,0.015382,0.819944
0.9615,97.3806072613398,-31.2922352155632,97.38060118652,-31.29221132223,0.0681,0.0741,0.4249,0.0904,-1.168,0.096,5.376,0.094,0,18.041668,0.002959,18.414034,0.012052,17.554934,0.010096,0.8591
0.9637,97.3973289157826,-31.2660324570755,97.39732557244,-31.26600582152,0.3308,0.4142,0.1344,0.5014,-0.643,0.463,5.993,0.467,0,20.172104,0.005793,20.829035,0.072802,19.414885,0.044555,1.41415
0.9713,97.3768907933661,-31.2772379956876,97.37688466231,-31.27721373791,0.0481,0.052,0.1773,0.0648,-1.179,0.069,5.458,0.067,0,17.456009,0.002868,17.817194,0.009673,16.962753,0.009088,0.854441
0.9898,97.3992345465161,-31.2980648652254,97.39922827887,-31.29804050967,0.0373,0.0398,0.1327,0.0485,-1.205,0.051,5.48,0.053,0,16.982647,0.002838,17.226526,0.00654,16.563478,0.005176,0.663048
0.9906,97.3856094574798,-31.2675420566265,97.38560371703,-31.26751842996,0.279,0.3249,0.4131,0.4017,-1.104,0.389,5.316,0.359,0,20.021448,0.004991,20.730133,0.088327,19.353018,0.036021,1.377115
0.9991,97.3807612896448,-31.2706094475921,97.38075478983,-31.27058522537,0.0115,0.0127,0.2041,0.0157,-1.25,0.016,5.45,0.016,0,14.198138,0.002789,14.224024,0.002887,14.154122,0.003855,0.069901
0.9992,97.40213806288,-31.26644809407,97.40213806288,-31.26644809407,1.9062,2.6931,,,,,,,0,21.125738,0.022707,20.967442,0.289277,20.33617,0.177494,0.631271
1.0016,97.3821600363132,-31.2945466931854,97.38215358686,-31.29452125763,0.0746,0.0771,0.2099,0.0941,-1.24,0.103,5.723,0.098,0,17.881063,0.003011,,,,,
1.0032,97.4124842480755,-31.2744605358987,97.4124781224,-31.27443452701,0.1657,0.189,-0.1569,0.2304,-1.178,0.246,5.852,0.221,0,19.305929,0.003794,19.815683,0.042799,18.664913,0.028162,1.15077
1.0061,97.3754189244377,-31.2829541568109,97.37541240297,-31.2829295257,0.0078,0.0084,0.2389,0.0103,-1.254,0.011,5.542,0.011,0,12.570386,0.002762,13.148126,0.002857,11.848387,0.003803,1.299739
1.0075,97.41460413746,-31.28082057608,97.41460413746,-31.28082057608,3.2724,1.932,,,,,,,0,20.970297,0.021848,22.232325,0.316199,20.169653,0.271468,2.062672
1.0117,97.404414816567,-31.267146321962,97.40440725626,-31.26712229974,0.0861,0.0932,0.1147,0.1129,-1.454,0.126,5.405,0.116,0,18.379143,0.003101,18.812159,0.018106,17.787802,0.013987,1.024357
1.0245,97.4026465046937,-31.2977467136898,97.4026399718,-31.29772203369,0.0288,0.0315,0.2172,0.0384,-1.256,0.041,5.553,0.042,0,16.528263,0.002802,16.773582,0.00524,16.129133,0.005505,0.644449
1.026,97.3820424894049,-31.2949958999698,97.38203564463,-31.29497109997,0.032,0.034,0.2328,0.0402,-1.316,0.046,5.58,0.044,0,16.537376,0.002832,16.71261,0.010466,16.001396,0.011891,0.711214
1.0309,97.3749927925045,-31.2835980424065,97.37498625019,-31.28357381574,0.0448,0.0452,0.2052,0.0543,-1.258,0.067,5.451,0.059,0,16.330379,0.002956,16.28742,0.044542,15.485965,0.035933,0.801455
1.031,97.398455179526,-31.2988982021043,97.39844849051,-31.29887363766,0.0269,0.029,0.2133,0.0354,-1.286,0.037,5.527,0.039,0,16.36622,0.002802,16.614487,0.004243,15.955715,0.004697,0.658772
1.0346,97.4011629868826,-31.2655474637543,97.40115620144,-31.26552269931,0.0277,0.0306,0.256,0.0369,-1.305,0.041,5.572,0.038,0,16.349754,0.002804,16.610229,0.004712,15.938325,0.004465,0.671905
1.0365,97.389579050365,-31.2653280446943,97.38957224414,-31.26530440025,0.0603,0.0652,0.2975,0.0787,-1.309,0.088,5.32,0.082,0,17.82929,0.002913,18.15807,0.011178,17.364967,0.007621,0.793102
1.0431,97.3875288881579,-31.2981364417598,97.38752210037,-31.29811212176,0.0455,0.05,0.3413,0.0587,-1.305,0.064,5.472,0.063,0,17.259142,0.003045,17.609505,0.007299,16.757307,0.007915,0.852198
1.0466,97.4106405521229,-31.270723647575,97.41062819726,-31.27072441202,0.1302,0.1456,0.854,0.1751,-2.376,0.189,-0.172,0.174,0,18.90242,0.0034,20.034109,0.0514,17.924026,0.01239,2.110083
1.0482,97.4093879426493,-31.2943846788265,97.40938110312,-31.29436053216,0.0398,0.0369,0.2552,0.0481,-1.315,0.052,5.433,0.049,0,16.747385,0.00293,16.56321,0.047608,15.932352,0.053825,0.630857
1.0482,97.3868802631093,-31.2659385410909,97.38687333205,-31.26591450998,0.1873,0.2071,-0.1229,0.2565,-1.333,0.298,5.407,0.253,0,19.453575,0.004288,19.987125,0.041191,18.910484,0.026972,1.076641
1.0555,97.4052061398553,-31.2666906636809,97.40519921914,-31.26666507257,0.1066,0.1189,0.1487,0.146,-1.331,0.156,5.758,0.154,0,18.610979,0.003204,19.158638,0.044991,17.999542,0.028028,1.159096
1.0572,97.4146217895908,-31.2873968600309,97.41461542904,-31.28737246892,0.0272,0.0289,0.1599,0.0353,-1.223,0.038,5.488,0.037,0,16.315098,0.002793,16.560669,0.004099,15.915622,0.004718,0.645047
1.0593,97.4093085738476,-31.2947103740809,97.40930180191,-31.29468578297,0.0495,0.0464,0.3412,0.0583,-1.302,0.069,5.533,0.062,0,16.71093,0.003147,16.396202,0.038134,15.77464,0.029403,0.621562
1.0686,97.3814466122654,-31.2684455560731,97.38143971742,-31.26842114274,0.0369,0.0403,0.2267,0.0503,-1.326,0.053,5.493,0.052,0,16.897764,0.002831,17.158049,0.006014,16.484987,0.005266,0.673061
1.0698,97.394010500275,-31.2641578480898,97.39400415169,-31.26413400809,0.0574,0.0622,0.1521,0.0759,-1.221,0.083,5.364,0.084,0,17.689325,0.00291,17.968634,0.009176,17.184,0.009956,0.784634
1.0706,97.4123371235213,-31.2919220936365,97.41233073666,-31.29189694697,0.1323,0.1451,0.3999,0.1808,-1.228,0.2,5.658,0.182,0,19.048517,0.003534,19.486696,0.04991,18.451544,0.027572,1.035152
1.0735,97.3757658810279,-31.2749172626699,97.37575959412,-31.27489278267,0.0445,0.0498,0.3031,0.0608,-1.209,0.064,5.508,0.069,0,17.302263,0.002867,17.573921,0.007989,16.867893,0.009187,0.706028
1.0751,97.4131808503321,-31.2730376868776,97.41317435555,-31.2730131091,0.0346,0.0395,0.2545,0.0468,-1.249,0.048,5.53,0.047,0,16.765646,0.002823,17.036709,0.006312,16.332602,0.004827,0.704107
1.076,97.4024107786286,-31.2651906182776,97.40240436238,-31.2651649605,0.0966,0.1064,0.0423,0.1288,-1.234,0.141,5.773,0.134,0,18.582951,0.003202,18.987343,0.018188,17.889856,0.013124,1.097486
1.0831,97.4138291559036,-31.2737801711543,97.41382257787,-31.27375636671,0.0373,0.0425,0.2137,0.0504,-1.265,0.052,5.356,0.051,0,16.90638,0.002834,17.174067,0.007803,16.471809,0.005364,0.702257
1.0831,97.3956348781717,-31.2639262710709,97.39562815004,-31.26390091996,0.0265,0.0294,0.2687,0.0354,-1.294,0.038,5.704,0.039,0,16.289238,0.002805,16.554918,0.004212,15.854993,0.004559,0.699925
1.0833,97.3998663580905,-31.2995398467765,97.3998599239,-31.29951550011,0.0152,0.0161,0.2384,0.0197,-1.237,0.021,5.478,0.021,0,15.102605,0.002802,15.157722,0.003214,15.012618,0.004079,0.145104
1.0844,97.3899266842842,-31.2994866467332,97.38993275437,-31.2994917534,0.0481,0.0545,0.03,0.0643,1.167,0.066,-1.149,0.07,0,17.38344,0.013875,17.591246,0.0496,16.973963,0.031509,0.617283
1.0851,97.4131077929527,-31.2913364188199,97.41310150495,-31.29131229882,0.0403,0.0444,0.2191,0.0537,-1.209,0.058,5.427,0.057,0,17.115313,0.002836,17.397276,0.00661,16.692774,0.006986,0.704502
1.0892,97.4071821984145,-31.296843676952,97.40717517146,-31.29681989473,0.0325,0.0353,0.1585,0.0428,-1.351,0.046,5.351,0.046,0,16.781382,0.002811,17.039923,0.004916,16.379478,0.005542,0.660444
1.09,97.4160504720159,-31.279406557552,97.41604358677,-31.27938245533,0.0456,0.0491,0.2539,0.0598,-1.324,0.065,5.423,0.061,0,17.215336,0.002856,17.553125,0.008727,16.73361,0.00699,0.819515
