_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
6.9948,97.520872635585,-31.237066718164,97.52086254106,-31.23705551372,0.4536,0.5375,1.1331,0.6573,-1.942,0.618,2.521,0.599,0,20.524353,0.007441,20.849609,0.136234,19.766041,0.079687,1.083569
6.9966,97.3351431224472,-31.3868380478654,97.33513654692,-31.38674633231,0.1626,0.1849,1.4378,0.2149,-1.263,0.239,20.636,0.234,0,19.291012,0.003781,20.607372,0.062982,18.222456,0.022212,2.384916
7.001,97.42230864884,-31.16762203226,97.42230864884,-31.16762203226,1.695,2.2421,,,,,,,0,20.989536,0.022739,20.964952,0.259391,19.940268,0.174537,1.024685
7.002,97.3427745706354,-31.1741528986032,97.34276813459,-31.17412896527,0.1085,0.1084,0.2081,0.1336,-1.239,0.152,5.385,0.134,0,18.597347,0.003239,19.009281,0.029447,18.063021,0.014914,0.94626
7.003,97.2963947804114,-31.3627550871165,97.29638770169,-31.36273062045,0.0582,0.069,0.1601,0.081,-1.36,0.081,5.505,0.088,0,17.83843,0.002954,18.185074,0.013266,17.369373,0.007591,0.815701
7.0046,97.3016920422721,-31.1966991352622,97.30170945335,-31.19669992193,0.3209,0.3607,1.7749,0.4561,3.351,0.48,-0.177,0.413,0,20.056894,0.005267,20.797373,0.095676,19.111006,0.04071,1.686367
7.0134,97.4902041010833,-31.1980611935364,97.4902128665,-31.19806292687,0.0516,0.0536,0.134,0.065,1.687,0.076,-0.39,0.068,0,17.453413,0.002876,17.775791,0.012798,16.970539,0.006974,0.805252
7.0155,97.5055325474601,-31.3509095120067,97.50553192815,-31.35090000534,0.1721,0.1935,0.7463,0.2428,-0.119,0.253,2.139,0.245,0,19.388905,0.003766,20.752546,0.076415,18.280052,0.01933,2.472494
7.0266,97.2611027980127,-31.3069246500122,97.26109908909,-31.30690566779,0.4292,0.498,-0.6968,0.658,-0.713,0.563,4.271,0.563,0,20.346018,0.00624,21.079975,0.102941,19.304804,0.0373,1.775171
7.0333,97.3512955979453,-31.3930870375164,97.35128828264,-31.39306169085,0.0667,0.0744,0.3264,0.09,-1.405,0.093,5.703,0.096,0,18.039408,0.002965,18.375927,0.014923,17.525377,0.012615,0.85055
7.0437,97.3503927669271,-31.3930063584586,97.3503841708,-31.39298294957,0.3203,0.3881,0.3429,0.4762,-1.651,0.423,5.267,0.462,0,20.244671,0.00564,21.048948,0.171366,19.547018,0.10486,1.50193
7.0493,97.5317968061968,-31.2935748111673,97.5318079834,-31.29356703339,0.0197,0.0215,0.1414,0.0261,2.149,0.03,1.75,0.027,0,15.61112,0.002771,16.130953,0.003956,14.929903,0.003952,1.20105
7.0506,97.3770881439821,-31.3984830394594,97.37710093739,-31.39845647946,0.0175,0.0191,0.5903,0.0231,2.457,0.024,5.976,0.024,0,15.378023,0.00277,15.65938,0.003132,14.931483,0.004022,0.727897
7.0516,97.25869107319,-31.2975597329344,97.25868753628,-31.29754476849,0.112,0.1229,0.2604,0.1507,-0.68,0.155,3.367,0.143,0,18.664814,0.003204,19.047575,0.022681,18.125385,0.017279,0.92219
7.0516,97.4884060227664,-31.1957240172621,97.48840125828,-31.19571679504,0.0709,0.0751,0.1813,0.09,-0.917,0.107,1.625,0.102,0,17.960022,0.002983,18.272791,0.023891,17.470835,0.018118,0.801956
7.0527,97.3931644911628,-31.3994997008139,97.39314374656,-31.39947826526,0.223,0.2434,-0.1217,0.3052,-3.984,0.314,4.823,0.305,0,19.787575,0.004391,20.530844,0.071589,19.069235,0.039617,1.461609
7.0538,97.2630732089142,-31.3153170139475,97.26306429214,-31.31529027617,0.271,0.3237,0.6738,0.3968,-1.714,0.372,6.016,0.378,0,19.916904,0.004718,20.529776,0.075324,19.179153,0.043135,1.350622
7.0568,97.5299647104058,-31.2590122029121,97.52995860653,-31.25899354069,0.0502,0.0589,0.5065,0.0716,-1.174,0.075,4.199,0.073,0,17.518633,0.002859,18.055807,0.013857,16.832014,0.006356,1.223793
7.0594,97.38309395806,-31.39916052092,97.38309395806,-31.39916052092,1.343,1.766,,,,,,,0,21.031818,0.016808,21.289093,0.234196,20.195974,0.163786,1.093119
7.0685,97.2764808033811,-31.2218502812144,97.27648445699,-31.22183415677,0.0766,0.0801,0.548,0.0992,0.703,0.109,3.628,0.103,0,18.017193,0.00298,18.686935,0.018402,17.226393,0.009719,1.460543
7.0732,97.5308924229873,-31.2617894882133,97.53089158069,-31.26177683488,0.049,0.0545,0.2935,0.068,-0.162,0.071,2.847,0.067,0,17.442804,0.002864,17.772972,0.008815,16.958042,0.00762,0.81493
7.0768,97.2643747184495,-31.3200797787153,97.26436663884,-31.32005422316,0.0999,0.1154,0.2683,0.1401,-1.553,0.135,5.75,0.134,0,18.662638,0.003175,19.176527,0.0209,17.986601,0.013363,1.189926
7.0775,97.30324852855,-31.19385509584,97.30324852855,-31.19385509584,2.311,2.6213,,,,,,,0,20.905178,0.0172,,,,,
7.0783,97.3159289608191,-31.1852835269939,97.31591723015,-31.18527636255,0.4018,0.3914,1.2091,0.4927,-2.258,0.565,1.612,0.494,0,17.750307,0.007377,17.947075,0.009597,16.930851,0.009539,1.016224
7.0798,97.5323280077067,-31.2943014847787,97.53232164669,-31.29427651589,0.0402,0.046,0.2408,0.0559,-1.223,0.06,5.618,0.055,0,17.078331,0.002844,17.303444,0.008095,16.596914,0.007786,0.70653
7.0858,97.3247473080833,-31.3836755366003,97.32476216109,-31.38366746549,0.8552,1.0756,0.0861,1.2003,2.853,1.478,1.816,1.351,0,20.839865,0.011847,21.272297,0.124844,20.227911,0.142011,1.044386
7.0861,97.3262337316932,-31.1795498200685,97.32622432383,-31.17952637118,0.1879,0.1973,0.7784,0.2505,-1.811,0.27,5.276,0.242,0,19.367641,0.004006,19.894196,0.059089,18.756042,0.026392,1.138153
7.0866,97.4480028713458,-31.1728990830888,97.44799823787,-31.1728757542,0.2574,0.2719,0.3955,0.3299,-0.892,0.39,5.249,0.328,0,19.834032,0.004669,20.482904,0.068808,19.08882,0.040929,1.394085
7.0897,97.3755463549226,-31.1649333258474,97.37557740491,-31.16495661474,0.4862,0.5293,2.4017,0.6464,5.978,0.664,-5.24,0.588,0,20.470963,0.007324,21.351717,0.163368,19.29594,0.044552,2.055777
7.0907,97.4348643724848,-31.168806906693,97.43485547992,-31.16878761336,0.0724,0.0759,0.052,0.0892,-1.712,0.101,4.341,0.091,0,17.969088,0.002965,18.332146,0.014233,17.433334,0.012679,0.898811
7.092,97.2788118375962,-31.217909671803,97.27880283128,-31.21788849847,0.3913,0.415,-0.2183,0.562,-1.733,0.56,4.764,0.475,0,20.23797,0.006367,20.858538,0.134159,19.406404,0.049448,1.452133
7.0934,97.4854414205353,-31.1925325706956,97.48544258434,-31.19252021514,0.1809,0.1945,-0.0476,0.2405,0.224,0.281,2.78,0.241,0,19.377769,0.003885,19.773285,0.047307,18.842278,0.037635,0.931007
7.0975,97.3024839534575,-31.1940224458854,97.30247710041,-31.19399781033,0.1389,0.1411,0.3254,0.1778,-1.319,0.209,5.543,0.18,0,18.965305,0.00342,19.435314,0.039228,18.420126,0.020549,1.015188
7.1018,97.34531917532,-31.39244048709,97.34531917532,-31.39244048709,3.9032,8.437,,,,,,,0,20.527891,0.036524,20.869871,0.297641,18.845444,0.041705,2.024427
7.1054,97.34532181937,-31.39250585184,97.34532181937,-31.39250585184,4.6328,5.9694,,,,,,,0,20.738461,0.031077,21.564383,0.235232,19.031103,0.057795,2.533279
7.1067,97.5190805931039,-31.22924887927,97.5190791014,-31.22923455927,0.0543,0.0611,0.2064,0.0747,-0.287,0.076,3.222,0.076,0,17.697149,0.002897,17.98912,0.014584,17.22378,0.013551,0.765341
7.1082,97.5328727352241,-31.2943720710699,97.53286712317,-31.29436547107,0.5969,0.6901,0.758,0.8714,-1.079,0.92,1.485,0.909,0,20.543318,0.008362,,,,,
7.1097,97.5327824598076,-31.2687825737344,97.53278094668,-31.26876404929,0.1969,0.2215,0.5124,0.2735,-0.291,0.283,4.168,0.279,0,15.697386,0.003653,15.93751,0.003553,15.180293,0.004269,0.757217
7.1129,97.406013550293,-31.3999917131054,97.4060434333,-31.40011766422,0.0354,0.0381,0.5358,0.0454,5.739,0.048,-28.339,0.048,0,16.790968,0.002807,17.128576,0.004809,16.286497,0.005662,0.842079
7.1155,97.4172221224865,-31.1649088147243,97.41721527674,-31.16488437028,0.2268,0.2315,0.7171,0.2882,-1.318,0.33,5.5,0.279,0,19.535561,0.004149,20.116138,0.045783,18.884153,0.028139,1.231985
7.1177,97.2726987738233,-31.3381128654342,97.27269071348,-31.33809598099,0.3582,0.403,-0.1563,0.4958,-1.549,0.496,3.799,0.457,0,20.019539,0.006982,20.300051,0.074555,19.23045,0.058678,1.069601
7.1231,97.5216058475432,-31.2331643678009,97.52159924635,-31.23313981669,0.0259,0.0288,0.2027,0.0354,-1.27,0.036,5.524,0.036,0,16.286963,0.002788,16.539938,0.004466,15.875216,0.005794,0.664721
7.126,97.5181561417498,-31.33705312671,97.51815280109,-31.33703064671,0.436,0.4873,-0.4315,0.609,-0.642,0.616,5.058,0.598,0,20.314939,0.006925,20.961624,0.145965,19.662256,0.109796,1.299368
7.1291,97.2958252841135,-31.1987441927921,97.29581924648,-31.19871725057,0.3933,0.4443,0.6697,0.5727,-1.162,0.586,6.062,0.574,0,20.222088,0.006401,20.693529,0.104158,19.522751,0.069795,1.170778
7.1302,97.3658954730339,-31.3981663965521,97.36588962568,-31.39815117433,0.0744,0.0857,0.3185,0.1033,-1.123,0.104,3.425,0.116,0,18.224251,0.003043,18.719248,0.020623,17.571791,0.016583,1.147457
7.1318,97.4143312689765,-31.1642616584899,97.41432558154,-31.16423577849,0.1493,0.1545,-0.0595,0.1937,-1.095,0.221,5.823,0.187,0,19.037195,0.003572,19.524677,0.031293,18.416979,0.019364,1.107698
7.1362,97.4024247388148,-31.4007392746885,97.40241487146,-31.4007119858,0.551,0.6737,0.9816,0.866,-1.895,0.666,6.14,0.766,0,20.659164,0.008628,21.376305,0.134123,19.856676,0.077713,1.519629
7.1393,97.3205451971066,-31.3825006355589,97.32054684742,-31.38251246667,0.142,0.1613,0.1753,0.1858,0.317,0.205,-2.662,0.202,0,18.555155,0.003726,19.267244,0.030294,17.521973,0.011186,1.745272
7.1413,97.5294459690893,-31.3131384995014,97.52943177229,-31.31310627728,0.0462,0.0481,0.9137,0.0594,-2.729,0.067,7.25,0.062,0,17.276108,0.002868,17.960384,0.012475,16.488464,0.007255,1.47192
7.1446,97.3356856474521,-31.3897348733198,97.33569265011,-31.38970975332,0.0417,0.0474,0.8021,0.0546,1.345,0.06,5.652,0.06,0,17.159182,0.002849,17.829437,0.008187,16.383486,0.005603,1.445951
7.1451,97.3008662355811,-31.3697841292606,97.30085436222,-31.36977157815,0.3513,0.4267,0.2935,0.4747,-2.281,0.49,2.824,0.493,0,20.237625,0.005908,20.751564,0.159164,19.463303,0.058241,1.288261
7.1453,97.53419074032,-31.28763935439,97.53419074032,-31.28763935439,6.3919,9.4466,,,,,,,1,21.465454,0.02907,20.402502,0.118049,18.777885,0.058012,1.624617
7.1466,97.3998390533734,-31.4010081873553,97.39983040965,-31.4009827918,0.1536,0.1732,-0.0309,0.214,-1.66,0.221,5.714,0.213,0,19.311424,0.003636,19.743225,0.040724,18.618147,0.033954,1.125078
7.1491,97.3050383391917,-31.3730419463821,97.30506267496,-31.37302170194,0.0095,0.0104,1.3834,0.0125,4.675,0.014,4.555,0.014,0,13.861542,0.002762,14.197633,0.002924,13.365323,0.003811,0.83231
7.1505,97.4472042461356,-31.3924764804985,97.4471941037,-31.39246667161,0.0675,0.0734,0.0593,0.0892,-1.948,0.095,2.207,0.091,0,18.061035,0.002979,18.443632,0.013816,17.553616,0.009572,0.890017
7.1536,97.3327263649469,-31.175277503,97.33272412607,-31.175270703,0.1664,0.1787,0.0892,0.2262,-0.431,0.241,1.53,0.22,0,19.198099,0.003767,19.573738,0.030323,18.721781,0.026696,0.851957
7.1541,97.4123680487731,-31.1636480667752,97.4123588918,-31.16363727122,0.0357,0.0345,0.7005,0.0417,-1.763,0.05,2.429,0.043,0,16.674032,0.00281,17.097153,0.005333,16.096706,0.005123,1.000446
7.1581,97.5300796890583,-31.3120982211808,97.53008824658,-31.31208943007,0.0261,0.0276,0.3929,0.0336,1.645,0.039,1.978,0.035,0,16.141886,0.002793,16.500242,0.004831,15.612499,0.005165,0.887743
7.1658,97.4119802874492,-31.4005148877865,97.41197459616,-31.40049046112,0.2637,0.306,0.263,0.3767,-1.093,0.352,5.496,0.368,0,20.033066,0.004849,20.646116,0.080397,19.306841,0.048293,1.339275
7.1669,97.4526759105129,-31.3907940979178,97.45267396849,-31.39076216014,0.1317,0.1443,0.1485,0.1774,-0.373,0.183,7.186,0.179,0,18.990105,0.003355,19.738228,0.050957,18.169237,0.015547,1.568991
7.1699,97.3078327798174,-31.375444087413,97.30782388337,-31.37540387408,0.1348,0.1546,0.7473,0.1819,-1.709,0.194,9.048,0.187,0,19.02775,0.003462,20.086842,0.055168,18.060673,0.01807,2.026169
7.1702,97.5111003068438,-31.3486355127595,97.51108839452,-31.34861459276,0.5051,0.5818,0.247,0.746,-2.289,0.659,4.707,0.621,0,20.603199,0.007974,21.24028,0.119619,19.891138,0.101827,1.349142
7.1744,97.4366378846995,-31.1678189213754,97.43663102316,-31.16779452582,0.0213,0.0227,0.2071,0.0267,-1.321,0.03,5.489,0.028,0,15.674548,0.002773,16.033028,0.003389,15.144993,0.004047,0.888035
7.1753,97.53436026473,-31.29280883453,97.53436026473,-31.29280883453,2.2959,2.3688,,,,,,,0,21.105982,0.026484,20.427036,0.211731,19.60668,0.221578,0.820356
7.1755,97.4992021608518,-31.202185787761,97.49919584241,-31.20215787665,0.2332,0.2485,-0.2943,0.3127,-1.216,0.331,6.28,0.319,0,19.694571,0.004411,20.206036,0.092733,18.959795,0.036287,1.246241
7.1761,97.4979254237401,-31.2009635204664,97.49791755177,-31.2009387738,0.1818,0.2041,0.2212,0.254,-1.515,0.271,5.568,0.256,0,19.421711,0.003916,19.990568,0.055392,18.752913,0.030215,1.237656
7.1777,97.489478408682,-31.1937113841765,97.48947275065,-31.19370511751,0.046,0.0476,0.1165,0.0565,-1.089,0.067,1.41,0.059,0,17.167423,0.002839,17.437267,0.009365,16.722488,0.009345,0.714779
7.1788,97.4001317885574,-31.401533486252,97.40012385295,-31.40151122403,0.1855,0.2007,0.3329,0.2566,-1.524,0.268,5.009,0.253,0,19.48555,0.003818,19.927362,0.091335,18.802139,0.024802,1.125223
7.1836,97.2911495421028,-31.3623277885828,97.29112927415,-31.36232506414,0.5716,0.7379,1.3288,0.8491,-3.894,0.896,0.613,0.941,0,20.740648,0.009286,21.090521,0.193433,19.517992,0.092337,1.572529
7.1878,97.3536413962366,-31.1674950114588,97.35364483998,-31.16748592257,0.5698,0.6168,0.7888,0.7567,0.663,0.894,2.045,0.644,0,20.551584,0.008017,21.064659,0.12308,19.801287,0.085934,1.263372
7.1879,97.2691895366473,-31.3348937669777,97.26919387108,-31.3348415892,0.1188,0.1325,0.9169,0.1633,0.833,0.159,11.74,0.157,0,18.864204,0.003325,20.059416,0.067007,17.775318,0.018377,2.284098
7.1885,97.3744530726379,-31.4004624540055,97.37445129704,-31.40046021845,0.3426,0.4294,0.1706,0.517,-0.341,0.464,0.503,0.505,0,20.303398,0.005889,21.039417,0.124785,19.368046,0.049555,1.671371
7.1904,97.261464113059,-31.3185875609409,97.26145593473,-31.31856332983,0.2443,0.2759,0.0301,0.3515,-1.572,0.327,5.452,0.315,0,19.860806,0.004703,20.363026,0.052013,19.056511,0.042113,1.306515
7.1929,97.2940292345644,-31.3652219054399,97.2940233268,-31.36519666544,0.0997,0.1104,0.1144,0.1329,-1.135,0.139,5.679,0.14,0,18.566214,0.003203,18.975445,0.023915,18.048807,0.016479,0.926638
7.1936,97.2638346213576,-31.3245185470999,97.26383939235,-31.3245521871,0.2798,0.3125,1.6955,0.4091,0.917,0.378,-7.569,0.356,0,20.001139,0.005041,21.057222,0.109841,18.725922,0.028926,2.331301
7.1981,97.3346524038234,-31.1736573290377,97.33465488161,-31.17364083126,0.0358,0.0362,0.7615,0.046,0.477,0.05,3.712,0.045,0,16.65003,0.002846,17.158154,0.007428,15.992856,0.004462,1.165298
7.2015,97.25914487782,-31.31243989372,97.25914487782,-31.31243989372,1.3107,2.8103,,,,,,,0,20.930805,0.014854,21.624439,0.376111,19.629272,0.122261,1.995167
7.2049,97.25528744601,-31.26925210651,97.25528744601,-31.26925210651,1.9385,3.6992,,,,,,,0,21.02684,0.028199,20.727325,0.282069,20.060946,0.233849,0.66638
7.2081,97.2605782582721,-31.3171918056684,97.26058910012,-31.31718927678,0.342,0.4316,1.1632,0.5155,2.084,0.449,0.569,0.483,0,20.282429,0.005884,21.018974,0.106444,19.48184,0.055516,1.537134
7.2237,97.2542261737004,-31.2865655644989,97.2542247487,-31.28655699561,0.4511,0.5554,-0.3033,0.7431,-0.274,0.674,1.928,0.63,0,20.497126,0.007425,20.983366,0.117901,19.96587,0.101173,1.017496
7.2261,97.3047089405671,-31.1895079448175,97.30471775195,-31.18950352704,0.1446,0.1484,0.6157,0.1847,1.696,0.197,0.994,0.179,0,18.962168,0.003459,20.019043,0.070813,17.997545,0.017798,2.021498
7.2269,97.4931024081624,-31.1954718700556,97.49310300567,-31.1955027145,0.1113,0.1152,0.87,0.1382,0.115,0.165,-6.94,0.143,0,18.629534,0.003217,19.600176,0.049133,17.666937,0.014208,1.933239
7.228,97.3869049828244,-31.1616861302967,97.38690699285,-31.16167746363,0.2038,0.22,0.3376,0.273,0.387,0.293,1.95,0.258,0,19.438581,0.00394,20.448307,0.074188,18.531433,0.030512,1.916874
7.2283,97.2782023741517,-31.3495267735658,97.2782351919,-31.34949009357,0.0615,0.0695,0.8052,0.0842,6.306,0.084,8.253,0.082,0,17.89813,0.002947,18.712807,0.018224,17.05743,0.009681,1.655376
7.2344,97.4831998276672,-31.1879092640322,97.48322926945,-31.18788754848,0.0329,0.0326,0.3708,0.0393,5.667,0.046,4.886,0.041,0,16.543509,0.002813,16.857819,0.006328,16.062067,0.00644,0.795752
7.24,97.413586464982,-31.4015877226153,97.41357869079,-31.40156384706,0.0555,0.0611,6.0E-4,0.0722,-1.493,0.076,5.372,0.079,0,17.669489,0.002896,18.004921,0.009919,17.201139,0.010746,0.803782
7.2416,97.2586274237774,-31.2506337931932,97.25863253415,-31.25063533986,0.0295,0.031,-0.01,0.0387,0.983,0.04,-0.348,0.037,0,16.28425,0.002792,16.955761,0.006606,15.495176,0.004407,1.460585
7.2437,97.2576115162812,-31.3100945341365,97.25760579925,-31.31008490747,0.0434,0.0499,0.1841,0.0607,-1.099,0.059,2.166,0.059,0,17.223339,0.00284,17.569197,0.007634,16.714977,0.005995,0.854219
7.2528,97.4384863458871,-31.166948385291,97.43848040897,-31.16692459418,0.0796,0.0811,0.0315,0.0969,-1.143,0.113,5.353,0.1,0,18.139807,0.003011,18.487154,0.013869,17.63706,0.015125,0.850094
7.2545,97.29785816561,-31.36988222466,97.29785816561,-31.36988222466,2.6262,4.588,,,,,,,0,21.041319,0.024368,21.093695,0.252754,19.917347,0.219981,1.176348
7.2557,97.4925139817535,-31.3695850106976,97.49252131605,-31.36960131292,0.0619,0.0698,0.8357,0.0859,1.409,0.088,-3.668,0.093,0,17.800041,0.002939,18.617294,0.016792,16.941715,0.008603,1.675579
7.259,97.2557754185645,-31.2596840928052,97.25585730155,-31.25974170172,0.0452,0.0485,0.6225,0.0576,15.749,0.061,-12.962,0.058,0,16.946028,0.002861,17.388586,0.008873,16.283607,0.005971,1.104979
7.2606,97.3076563282694,-31.3772364127353,97.30764800949,-31.37721253718,0.0928,0.1036,0.119,0.1254,-1.598,0.132,5.372,0.132,0,18.555616,0.003146,18.993214,0.026529,18.036644,0.019185,0.95657
7.265,97.3740560201205,-31.1622185815532,97.37404977706,-31.16219412822,0.0308,0.0322,0.2425,0.0388,-1.202,0.042,5.502,0.041,0,16.452795,0.002803,16.709616,0.005148,16.041441,0.005265,0.668175
7.2655,97.2561422944885,-31.3061043967209,97.25613448137,-31.30607952561,0.0814,0.0914,0.1972,0.1134,-1.502,0.11,5.596,0.105,0,18.282261,0.003088,18.702885,0.017491,17.715731,0.013668,0.987154
7.2659,97.25577366017,-31.25950228465,97.25577366017,-31.25950228465,11.6482,7.1986,,,,,,,0,20.758724,0.021175,,,,,
7.2703,97.3337903538068,-31.172692058383,97.33377137322,-31.17266925394,0.3615,0.427,0.8734,0.5309,-3.654,0.483,5.131,0.514,0,20.233007,0.006074,21.181166,0.114162,19.100361,0.03033,2.080805
7.2782,97.2546234166551,-31.2641610807107,97.25461252371,-31.2641350896,0.3392,0.3814,-0.382,0.4712,-2.095,0.478,5.848,0.446,0,20.094908,0.005549,20.655079,0.088969,19.329351,0.056924,1.325727
7.2801,97.3370632332821,-31.3927049609327,97.33705002934,-31.3927251476,0.1497,0.1688,0.6693,0.2078,-2.536,0.219,-4.542,0.217,0,19.131901,0.003554,19.953636,0.043217,18.283815,0.021572,1.669821
7.2817,97.5137317612911,-31.2154405460889,97.5137288095,-31.2154209372,0.0396,0.0426,0.2869,0.051,-0.568,0.056,4.412,0.053,0,16.967903,0.002828,17.273479,0.007604,16.501814,0.006365,0.771666
7.2828,97.2819303216028,-31.3554619870844,97.28193102942,-31.35544886264,0.0773,0.0901,-0.1982,0.1055,0.136,0.106,2.953,0.108,0,18.318686,0.003049,18.627636,0.020541,17.906017,0.015728,0.721619
7.2859,97.3473928519295,-31.3963738895755,97.34738898848,-31.39636445402,0.0693,0.0784,0.1025,0.094,-0.742,0.098,2.123,0.102,0,18.042953,0.002965,18.335772,0.012883,17.590054,0.012696,0.745718
7.2904,97.45949903616,-31.17367678551,97.45949903616,-31.17367678551,32.4356,6.4426,,,,,,,0,21.321884,0.03641,20.790571,0.183078,20.055826,0.691025,0.734745
7.2984,97.5211785199618,-31.3383425625527,97.52119993274,-31.33825455811,0.0541,0.0566,1.002,0.0704,4.115,0.078,19.801,0.073,0,17.533003,0.002877,18.404312,0.01795,16.620371,0.008011,1.783941
7.3006,97.3396611233249,-31.3940592771395,97.3396348244,-31.39405585492,0.1286,0.1503,0.4961,0.1788,-5.051,0.18,0.77,0.187,0,19.029482,0.00346,20.044527,0.045749,18.080765,0.01658,1.963762
7.3087,97.2715941529637,-31.342971558171,97.27158787192,-31.34294724706,0.0496,0.0554,0.1875,0.0674,-1.207,0.067,5.47,0.066,0,17.451891,0.002883,17.74983,0.008957,17.011021,0.009137,0.73881
7.3178,97.3371926289983,-31.1704378644539,97.3372043838,-31.17044278001,0.3649,0.3944,1.0221,0.4994,2.263,0.503,-1.106,0.472,0,20.139559,0.005537,21.024664,0.120891,19.251575,0.049807,1.773088
7.319,97.2855335778048,-31.2037385969787,97.28552746191,-31.20371510809,0.1346,0.1369,0.274,0.1698,-1.177,0.194,5.285,0.168,0,18.892923,0.003406,19.351746,0.03173,18.359209,0.020929,0.992537
7.3289,97.5303839787272,-31.321214431421,97.53037768873,-31.32118912031,0.2415,0.2436,0.317,0.3245,-1.209,0.354,5.695,0.29,0,19.72217,0.0047,20.409292,0.073378,19.034227,0.048494,1.375065
7.329,97.4241838572379,-31.1623928591631,97.42417588979,-31.16236940583,0.5442,0.6124,0.0869,0.7637,-1.534,0.791,5.277,0.751,0,20.576868,0.007897,21.076782,0.116062,19.587801,0.06548,1.488981
7.3332,97.3577457200094,-31.1639565293992,97.35775982169,-31.1639466094,0.1566,0.1768,0.4336,0.2221,2.715,0.216,2.232,0.198,0,19.151953,0.003596,19.687151,0.036828,18.535273,0.02611,1.151878
7.3361,97.5080864192074,-31.2071459124033,97.50808541631,-31.20709829907,0.0227,0.0254,0.3933,0.0303,-0.193,0.032,10.713,0.031,0,15.928609,0.002781,16.245291,0.004073,15.441172,0.004304,0.804119
7.3368,97.4557546347048,-31.3926807007367,97.45575474925,-31.39266807407,0.0932,0.0975,0.6789,0.1199,0.022,0.129,2.841,0.122,0,18.286736,0.003182,19.058313,0.017425,17.32839,0.00908,1.729923
7.3551,97.3709097991035,-31.1610991087381,97.37094253583,-31.16109824652,0.0998,0.1003,0.5012,0.1243,6.303,0.129,0.194,0.119,0,18.46685,0.003171,19.222221,0.030739,17.624546,0.011777,1.597675
7.3577,97.3358842528232,-31.1702480788477,97.33587885591,-31.17022218107,0.1238,0.1385,0.1872,0.1716,-1.039,0.175,5.827,0.181,0,18.834053,0.003505,19.301897,0.029548,18.28336,0.019536,1.018538
7.3617,97.5373373549667,-31.298206869922,97.537318552,-31.29816429659,0.3602,0.4287,0.1037,0.5416,-3.615,0.52,9.579,0.504,0,20.348959,0.006069,21.127449,0.143424,19.287756,0.053982,1.839693
7.3629,97.3718410684886,-31.1608754205985,97.37183091457,-31.16083881171,0.9864,1.5719,1.9132,1.6086,-1.955,1.448,8.237,2.168,0,20.855291,0.013666,19.722082,0.606996,20.034492,0.070158,-0.31241
7.3638,97.5039888266485,-31.36195152461,97.50398671346,-31.36190956461,0.1121,0.1207,0.1718,0.1474,-0.406,0.157,9.441,0.15,0,18.809195,0.003329,19.427187,0.028702,18.049717,0.01732,1.37747
7.3701,97.5376077671078,-31.2666006293685,97.53758787332,-31.26657154937,0.4473,0.5464,1.1066,0.7026,-3.826,0.664,6.543,0.631,0,20.546598,0.007946,21.101408,0.174776,19.586592,0.06985,1.514816
7.3736,97.467501178518,-31.3880644174722,97.46750383896,-31.38809391525,0.3462,0.3961,1.4531,0.4835,0.511,0.477,-6.637,0.48,0,20.237339,0.005842,20.869442,0.114343,19.128199,0.041293,1.741243
7.3834,97.2556467686624,-31.3129943917397,97.25563845036,-31.31296747174,0.3821,0.4457,0.5281,0.5793,-1.599,0.492,6.057,0.531,0,20.335241,0.006138,20.814177,0.104714,19.561455,0.060441,1.252722
7.3837,97.4968991425186,-31.3689001701878,97.49693307055,-31.36890470797,0.0128,0.0138,0.7114,0.0169,6.518,0.018,-1.021,0.018,0,14.72542,0.002765,15.099931,0.003007,14.183672,0.003877,0.916259
7.3847,97.2567475033996,-31.2475534255111,97.25674772174,-31.2475494344,0.0377,0.0406,0.1476,0.0487,0.042,0.053,0.898,0.05,0,16.767838,0.002816,17.212498,0.006478,16.176781,0.004962,1.035717
7.3861,97.4005792254489,-31.4049602317455,97.40057454931,-31.40495343619,0.2514,0.2961,0.9043,0.3668,-0.898,0.352,1.529,0.384,0,19.924068,0.004785,20.970064,0.087,18.91128,0.034228,2.058784
7.3879,97.520384544791,-31.2213705180955,97.52038803727,-31.22135752254,0.162,0.169,0.164,0.2183,0.672,0.238,2.924,0.203,0,19.129898,0.003768,19.538927,0.041641,18.471596,0.03528,1.067331
7.3887,97.52239519845,-31.3395486912,97.52239519845,-31.3395486912,10.6381,18.3021,,,,,,,0,21.627167,0.040609,19.322607,0.059069,17.938759,0.043588,1.383848
7.3887,97.5347261387126,-31.312097485591,97.53473269341,-31.31208681448,0.0083,0.0086,1.198,0.0106,1.26,0.012,2.401,0.011,0,9.961034,0.002759,10.532627,0.002816,9.246618,0.003784,1.286009
7.389,97.3987395405109,-31.405057135111,97.39874487798,-31.405053584,0.0647,0.071,0.3415,0.085,1.025,0.091,0.799,0.09,0,17.967525,0.002951,18.401602,0.011602,17.404165,0.009095,0.997437
7.3924,97.5175033364955,-31.2170241069094,97.51747653607,-31.21701100469,0.0469,0.0487,0.4386,0.0587,-5.157,0.069,2.948,0.061,0,17.248251,0.002843,17.635118,0.008452,16.703894,0.007217,0.931225
